"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 16 20:18:43 GMT 2024","Tue Apr 16 20:18:44 GMT 2024","1065","Finalize account","","","","","Do not delete a user without authorization",""
"passed","Tue Apr 16 20:18:50 GMT 2024","Tue Apr 16 20:18:50 GMT 2024","181","Authorization","","","","","Cannot login with empty password",""
"passed","Tue Apr 16 20:18:50 GMT 2024","Tue Apr 16 20:18:51 GMT 2024","179","Authorization","","","","","Cannot login with empty username and password",""
"passed","Tue Apr 16 20:18:53 GMT 2024","Tue Apr 16 20:18:54 GMT 2024","825","Manage books","When authenticated","","","","Add and remove a book from the favorites list",""
"passed","Tue Apr 16 20:18:57 GMT 2024","Tue Apr 16 20:18:58 GMT 2024","1315","User registration","","","","","Must register a new user successfully",""
"passed","Tue Apr 16 20:18:44 GMT 2024","Tue Apr 16 20:18:45 GMT 2024","1101","Finalize account","","","","","Does not delete a user that does not exist",""
"passed","Tue Apr 16 20:18:48 GMT 2024","Tue Apr 16 20:18:49 GMT 2024","595","Authorization","","","","","Cannot login with invalid username",""
"passed","Tue Apr 16 20:18:58 GMT 2024","Tue Apr 16 20:18:58 GMT 2024","180","User registration","","","","","Does not register with a blank username",""
"passed","Tue Apr 16 20:18:52 GMT 2024","Tue Apr 16 20:18:53 GMT 2024","221","Manage books","","","","","Check information of a book",""
"passed","Tue Apr 16 20:18:41 GMT 2024","Tue Apr 16 20:18:43 GMT 2024","1752","Finalize account","","","","","Deletes a user",""
"passed","Tue Apr 16 20:18:47 GMT 2024","Tue Apr 16 20:18:48 GMT 2024","664","Authorization","","","","","Log in successfully",""
"passed","Tue Apr 16 20:18:49 GMT 2024","Tue Apr 16 20:18:50 GMT 2024","560","Authorization","","","","","Cannot login with invalid username and password",""
"passed","Tue Apr 16 20:18:50 GMT 2024","Tue Apr 16 20:18:50 GMT 2024","178","Authorization","","","","","Cannot login with empty username",""
"passed","Tue Apr 16 20:18:55 GMT 2024","Tue Apr 16 20:18:55 GMT 2024","180","Manage books","When authenticated","","","","Didn't add a book to the favorites list with an incorrect user ID.",""
"passed","Tue Apr 16 20:18:58 GMT 2024","Tue Apr 16 20:18:58 GMT 2024","185","User registration","","","","","Do not register a user with a password that does not contain special characters",""
"passed","Tue Apr 16 20:18:58 GMT 2024","Tue Apr 16 20:18:59 GMT 2024","179","User registration","","","","","Does not register with a blank password and username",""
"passed","Tue Apr 16 20:18:54 GMT 2024","Tue Apr 16 20:18:55 GMT 2024","234","Manage books","When authenticated","","","","Do not add a book to the favorites list without authorization",""
"passed","Tue Apr 16 20:18:59 GMT 2024","Tue Apr 16 20:18:59 GMT 2024","281","User registration","","","","","Does not create an account with the same data as an existing account",""
"passed","Tue Apr 16 20:18:49 GMT 2024","Tue Apr 16 20:18:49 GMT 2024","763","Authorization","","","","","Cannot login with invalid password",""
"passed","Tue Apr 16 20:18:54 GMT 2024","Tue Apr 16 20:18:54 GMT 2024","225","Manage books","When authenticated","","","","Don't add a book that doesn't exist",""
