"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 16 12:32:39 GMT 2024","Tue Apr 16 12:32:39 GMT 2024","209","User registration","","","","","Does not create an account with the same data as an existing account",""
"passed","Tue Apr 16 12:32:26 GMT 2024","Tue Apr 16 12:32:27 GMT 2024","882","Finalize account","","","","","Does not delete a user that does not exist",""
"passed","Tue Apr 16 12:32:25 GMT 2024","Tue Apr 16 12:32:26 GMT 2024","945","Finalize account","","","","","Do not delete a user without authorization",""
"passed","Tue Apr 16 12:32:31 GMT 2024","Tue Apr 16 12:32:31 GMT 2024","499","Authorization","","","","","Cannot login with invalid username and password",""
"passed","Tue Apr 16 12:32:35 GMT 2024","Tue Apr 16 12:32:35 GMT 2024","157","Manage books","When authenticated","","","","Do not add a book to the favorites list without authorization",""
"passed","Tue Apr 16 12:32:24 GMT 2024","Tue Apr 16 12:32:25 GMT 2024","1456","Finalize account","","","","","Deletes a user",""
"passed","Tue Apr 16 12:32:33 GMT 2024","Tue Apr 16 12:32:34 GMT 2024","153","Manage books","","","","","Check information of a book",""
"passed","Tue Apr 16 12:32:29 GMT 2024","Tue Apr 16 12:32:30 GMT 2024","516","Authorization","","","","","Log in successfully",""
"passed","Tue Apr 16 12:32:30 GMT 2024","Tue Apr 16 12:32:31 GMT 2024","471","Authorization","","","","","Cannot login with invalid password",""
"passed","Tue Apr 16 12:32:35 GMT 2024","Tue Apr 16 12:32:35 GMT 2024","110","Manage books","When authenticated","","","","Didn't add a book to the favorites list with an incorrect user ID.",""
"passed","Tue Apr 16 12:32:38 GMT 2024","Tue Apr 16 12:32:38 GMT 2024","119","User registration","","","","","Do not register a user with a password that does not contain special characters",""
"passed","Tue Apr 16 12:32:31 GMT 2024","Tue Apr 16 12:32:32 GMT 2024","112","Authorization","","","","","Cannot login with empty password",""
"passed","Tue Apr 16 12:32:31 GMT 2024","Tue Apr 16 12:32:31 GMT 2024","112","Authorization","","","","","Cannot login with empty username",""
"passed","Tue Apr 16 12:32:37 GMT 2024","Tue Apr 16 12:32:38 GMT 2024","1076","User registration","","","","","Must register a new user successfully",""
"passed","Tue Apr 16 12:32:30 GMT 2024","Tue Apr 16 12:32:30 GMT 2024","480","Authorization","","","","","Cannot login with invalid username",""
"passed","Tue Apr 16 12:32:34 GMT 2024","Tue Apr 16 12:32:35 GMT 2024","583","Manage books","When authenticated","","","","Add and remove a book from the favorites list",""
"passed","Tue Apr 16 12:32:35 GMT 2024","Tue Apr 16 12:32:35 GMT 2024","158","Manage books","When authenticated","","","","Don't add a book that doesn't exist",""
"passed","Tue Apr 16 12:32:32 GMT 2024","Tue Apr 16 12:32:32 GMT 2024","119","Authorization","","","","","Cannot login with empty username and password",""
"passed","Tue Apr 16 12:32:38 GMT 2024","Tue Apr 16 12:32:38 GMT 2024","114","User registration","","","","","Does not register with a blank username",""
"passed","Tue Apr 16 12:32:38 GMT 2024","Tue Apr 16 12:32:39 GMT 2024","112","User registration","","","","","Does not register with a blank password and username",""
